0_hint,1_hint,2_hint,3_hint,4_hint,5_hint,6_hint7_hint,8_hint,9_hint,10_hint,11_hint,12_hint,13_hint,14_hint,15_hint16_hint,17_hint,18_hint,19_hint,20_hint,21_hint,22_hint,23_hint,24_hint
1279.28,1901.3,841.069,1121.82,1482.21,816.884,809.75,2070.98,1958.76,1616.42,1279.05,1241.43,866.759,1193.94,690.001,691.4,1018.03,867.059,756.296,1910.73,867.344,1365.79,865.408,864.764,689.14
811.188,1035.28,1035.46,1460.52,907.716,1278.12,1438.55,883.101,2098.03,1762.9,1294.86,1252.38,1947.71,1558.13,1790.78,1894.38,1624.47,1715.06,891.094,780.735,1525.42,1182.35,860.697,1728.21,1434.83
597.08,814.692,804.982,708.884,709.027,707.954,709.018,708.278,708.521,709.746,708.152,708.232,881.802,708.98,708.604,708.521,708.685,709.381,709.184,709.631,709.95,709.936,709.067,885.091,881.973
602.958,817.036,1006.73,1148.41,706.452,1037.65,1853.36,1637.31,1460.06,707.184,709.791,1038.3,879.004,1512.23,707.471,879.198,708.428,706.81,706.681,1211.61,814.839,926.948,988.696,928.544,711.956
648.336,867.816,860.008,853.376,1717.5,1701.45,1756.01,1221.27,810.208,1125.76,697.932,698.554,698.078,698.402,698.201,698.092,697.876,697.935,697.64,698.15,874.606,873.591,697.665,697.318,697.867
684.064,906.457,897.033,891.72,881.168,872.478,864.184,856.63,848.905,839.364,831.565,820.353,996.56,885.029,887.232,710.455,710.607,886.343,711.873,887.485,1616.64,2345.69,2545.35,1560.63,885.598
677.448,2197.22,1707.67,886.341,1008.8,869.119,1641.86,1504.09,974.962,1224.9,1637.07,1080.02,1199.35,1428.93,1741.41,1506.93,1121.86,1221.21,818.838,818.338,1503.46,1769.75,1365.2,1711.49,1323.87
730.593,1187.12,1065.16,1058.16,1267.8,823.418,1251.58,804.906,1362.57,1016.6,1476.97,705.986,706.341,706.746,705.109,705.647,706.017,881.982,706.58,882.736,706.233,836.446,965.986,1049.8,835.071
1791.37,2643.62,1427.48,1359.4,2072.2,969.775,1720.78,1566.59,2034.48,1898.29,1071.28,859.637,1375.85,1366,836.981,1522.36,1212.12,1070.64,1774.17,1483.71,1339,873.419,831.951,1346.92,1496.81
1074.39,1836.27,1887.13,1329.75,1925.53,2199.53,1952.26,1693.38,1553.98,1417.15,1106.72,1700.47,1810.15,2125.15,1563.56,1102.28,961.79,823.409,811.159,804.33,1135.56,834.787,705.108,705.297,873.965
701.274,923.823,916.399,910.001,894.59,869.989,860.961,853.396,846.88,839.649,833.345,823.612,811.407,802.125,705.115,705.976,705.872,706.005,875.78,874.399,706.615,706.364,877.184,706.337,874.34
643.84,862.118,854.53,844.151,836.809,829.474,822.416,818.031,807.975,798.372,786.076,689.477,863.938,863.467,864.472,865.325,689.471,689.367,688.425,842.371,1341.59,684.028,684.445,1626.03,1766.36
752.324,972.729,963.241,863.386,863.35,863.512,862.984,864.004,863.524,863.763,863.683,864.043,1049.24,1049.74,863.399,1051.57,863.937,1048.58,864.133,1052.71,864.655,864.877,1048.69,1229.39,1228.71
